t	X1	X2
1588	0.660544505	0.952559782
1589	0.694217516	0.946563614
1590	0.692530957	0.981867962
1591	0.762760438	0.970627007
1592	0.689200883	0.878275964
1593	0.818537669	0.921740711
1594	0.705782521	0.950833181
1595	0.590393705	0.946520001
1596	0.782987303	0.955274817
1597	0.64687557	0.909272865
